timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T17:01:00.000Z";"2023-08-19T06:01:00.000Z";4.9107669647;4.9924784176;4.8725903258;4.9054246287;78902971.24;2832887805.13;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T06:46:00.000Z";"2023-08-18T17:27:00.000Z";4.9945882829;5.0448258334;4.884365107;4.9106164565;113036822.54;2835886091.01;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T05:57:00.000Z";"2023-08-17T21:47:00.000Z";5.4468258377;5.4928826266;4.7264512829;4.9939222185;166858245.63;2883995254.9;"2023-08-17T23:59:59.999Z"
"2023-08-16T00:00:00.000Z";"2023-08-16T23:59:59.999Z";"2023-08-16T00:00:00.000Z";"2023-08-16T21:16:00.000Z";5.9616724936;5.9616724936;5.3542724628;5.4467844713;142939950.66;3145523675.06;"2023-08-16T23:59:59.999Z"
"2023-08-15T00:00:00.000Z";"2023-08-15T23:59:59.999Z";"2023-08-15T01:13:00.000Z";"2023-08-15T23:37:00.000Z";6.2577078805;6.2831617491;5.9544959656;5.9615730142;96469540.59;3442814591.91;"2023-08-15T23:59:59.999Z"
"2023-08-14T00:00:00.000Z";"2023-08-14T23:59:59.999Z";"2023-08-14T17:16:00.000Z";"2023-08-14T00:25:00.000Z";6.0947926716;6.3463600388;6.0828284265;6.2578464578;78762051.52;3613912812.51;"2023-08-14T23:59:59.999Z"
"2023-08-13T00:00:00.000Z";"2023-08-13T23:59:59.999Z";"2023-08-13T00:08:00.000Z";"2023-08-13T22:46:00.000Z";6.2146944023;6.2190961585;6.0696178836;6.0949131761;54345115.26;3519818673.56;"2023-08-13T23:59:59.999Z"
"2023-08-12T00:00:00.000Z";"2023-08-12T23:59:59.999Z";"2023-08-12T01:01:00.000Z";"2023-08-12T08:52:00.000Z";6.1818394856;6.237476369;6.1248952153;6.2142076734;59328179.88;3588711369.33;"2023-08-12T23:59:59.999Z"
"2023-08-11T00:00:00.000Z";"2023-08-11T23:59:59.999Z";"2023-08-11T01:01:00.000Z";"2023-08-11T19:40:00.000Z";6.1901208974;6.2020471707;6.1040393967;6.1824470874;71750143.8;3570369597.97;"2023-08-11T23:59:59.999Z"
"2023-08-10T00:00:00.000Z";"2023-08-10T23:59:59.999Z";"2023-08-10T02:52:00.000Z";"2023-08-10T17:46:00.000Z";6.2520268956;6.3114880252;6.1592474578;6.1899782664;96853768.99;3574718861.65;"2023-08-10T23:59:59.999Z"
"2023-08-09T00:00:00.000Z";"2023-08-09T23:59:59.999Z";"2023-08-09T23:48:00.000Z";"2023-08-09T02:46:00.000Z";6.0824047369;6.2675434187;6.0438317673;6.2519335568;91928562.42;3610498106.07;"2023-08-09T23:59:59.999Z"
"2023-08-08T00:00:00.000Z";"2023-08-08T23:59:59.999Z";"2023-08-08T18:35:00.000Z";"2023-08-08T02:05:00.000Z";5.8639914522;6.1294859978;5.8219486511;6.0825770371;91524845.58;3512694540.51;"2023-08-08T23:59:59.999Z"
"2023-08-07T00:00:00.000Z";"2023-08-07T23:59:59.999Z";"2023-08-07T03:06:00.000Z";"2023-08-07T16:20:00.000Z";5.9494899556;5.9969045972;5.7772768155;5.8637830246;86472667.36;3386340771.61;"2023-08-07T23:59:59.999Z"
"2023-08-06T00:00:00.000Z";"2023-08-06T23:59:59.999Z";"2023-08-06T02:25:00.000Z";"2023-08-06T23:46:00.000Z";6.0804943935;6.1398389955;5.9414456355;5.9493486219;61509042.34;3435754992.67;"2023-08-06T23:59:59.999Z"
"2023-08-05T00:00:00.000Z";"2023-08-05T23:59:59.999Z";"2023-08-05T23:59:00.000Z";"2023-08-05T12:41:00.000Z";6.0560597247;6.0808172685;5.9556096893;6.0808172685;61736555.04;3511678272.32;"2023-08-05T23:59:59.999Z"
"2023-08-04T00:00:00.000Z";"2023-08-04T23:59:59.999Z";"2023-08-04T13:54:00.000Z";"2023-08-04T20:52:00.000Z";6.0977545081;6.2023066386;6.0241895883;6.0559904231;76723768.65;3497340743.36;"2023-08-04T23:59:59.999Z"
"2023-08-03T00:00:00.000Z";"2023-08-03T23:59:59.999Z";"2023-08-03T00:28:00.000Z";"2023-08-03T22:29:00.000Z";6.15339632;6.2334566337;6.069732588;6.0975629387;93816468.43;3521348914.17;"2023-08-03T23:59:59.999Z"
"2023-08-02T00:00:00.000Z";"2023-08-02T23:59:59.999Z";"2023-08-02T00:09:00.000Z";"2023-08-02T23:25:00.000Z";6.6701607412;6.6810840063;6.1391973902;6.1539577126;123759285.17;3553916954.55;"2023-08-02T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-01T23:59:59.999Z";"2023-08-01T23:59:00.000Z";"2023-08-01T05:15:00.000Z";6.5256089939;6.6701925422;6.3542929995;6.6701925422;149241333.22;3852043103.47;"2023-08-01T23:59:59.999Z"
"2023-07-31T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-31T16:50:00.000Z";"2023-07-31T00:16:00.000Z";6.4157895408;6.59186721;6.3956480235;6.5255747252;143130084.3;3768526164.31;"2023-07-31T23:59:59.999Z"
"2023-07-30T00:00:00.000Z";"2023-07-30T23:59:59.999Z";"2023-07-30T12:53:00.000Z";"2023-07-30T20:04:00.000Z";6.3304606904;6.4204230086;6.2942234708;6.4167406984;113254253.48;3705674401.09;"2023-07-30T23:59:59.999Z"
"2023-07-29T00:00:00.000Z";"2023-07-29T23:59:59.999Z";"2023-07-29T22:29:00.000Z";"2023-07-29T00:06:00.000Z";6.0067817552;6.3352512294;6.0057616963;6.330529019;89105039.12;3655887066.91;"2023-07-29T23:59:59.999Z"
"2023-07-28T00:00:00.000Z";"2023-07-28T23:59:59.999Z";"2023-07-28T23:17:00.000Z";"2023-07-28T00:00:00.000Z";5.8649802319;6.0084163081;5.8649802319;6.0068514829;68724754.2;3468962954.5;"2023-07-28T23:59:59.999Z"
"2023-07-27T00:00:00.000Z";"2023-07-27T23:59:59.999Z";"2023-07-27T09:56:00.000Z";"2023-07-27T18:41:00.000Z";5.8373287774;5.9669084944;5.8137362848;5.8649320763;75406180.21;3387004350.12;"2023-07-27T23:59:59.999Z"
"2023-07-26T00:00:00.000Z";"2023-07-26T23:59:59.999Z";"2023-07-26T20:56:00.000Z";"2023-07-26T01:39:00.000Z";5.7896369267;5.8895552011;5.7440637961;5.8367734289;72612860.92;3370742702.08;"2023-07-26T23:59:59.999Z"
"2023-07-25T00:00:00.000Z";"2023-07-25T23:59:59.999Z";"2023-07-25T02:47:00.000Z";"2023-07-25T13:31:00.000Z";5.7832262874;5.8032099007;5.7088598258;5.7891779021;55426179.67;3343256236.05;"2023-07-25T23:59:59.999Z"
"2023-07-24T00:00:00.000Z";"2023-07-24T23:59:59.999Z";"2023-07-24T00:52:00.000Z";"2023-07-24T15:15:00.000Z";6.1489456907;6.1728726681;5.744472594;5.7828945255;109848353.44;3339627579.56;"2023-07-24T23:59:59.999Z"
"2023-07-23T00:00:00.000Z";"2023-07-23T23:59:59.999Z";"2023-07-23T19:15:00.000Z";"2023-07-23T00:00:00.000Z";5.9972203095;6.2118162709;5.9972203095;6.1498141766;74163339.34;3551524058.22;"2023-07-23T23:59:59.999Z"
"2023-07-22T00:00:00.000Z";"2023-07-22T23:59:59.999Z";"2023-07-22T03:32:00.000Z";"2023-07-22T23:57:00.000Z";6.2078563633;6.2406877347;5.994261299;5.9970399268;82205408.53;3463296770.68;"2023-07-22T23:59:59.999Z"
"2023-07-21T00:00:00.000Z";"2023-07-21T23:59:59.999Z";"2023-07-21T12:42:00.000Z";"2023-07-21T00:41:00.000Z";5.9981895363;6.3474900868;5.9587858539;6.2076243727;138570177.52;3584909506.36;"2023-07-21T23:59:59.999Z"
"2023-07-20T00:00:00.000Z";"2023-07-20T23:59:59.999Z";"2023-07-20T22:34:00.000Z";"2023-07-20T15:04:00.000Z";5.8809680188;6.0211896618;5.8270426809;5.9977698992;121532194.29;3463718330.49;"2023-07-20T23:59:59.999Z"
"2023-07-19T00:00:00.000Z";"2023-07-19T23:59:59.999Z";"2023-07-19T03:19:00.000Z";"2023-07-19T15:04:00.000Z";5.9002448928;6.0256762459;5.8270426809;5.8809207895;84864441.55;3396237848.56;"2023-07-19T23:59:59.999Z"
"2023-07-18T00:00:00.000Z";"2023-07-18T23:59:59.999Z";"2023-07-18T07:30:00.000Z";"2023-07-18T21:09:00.000Z";5.9141384602;6.2278686523;5.8754175722;5.8997237007;184883871.34;3407096549.25;"2023-07-18T23:59:59.999Z"
"2023-07-17T00:00:00.000Z";"2023-07-17T23:59:59.999Z";"2023-07-17T05:41:00.000Z";"2023-07-17T00:10:00.000Z";5.7213336928;6.1147398069;5.7070271856;5.914400726;177179401.44;3415572546.59;"2023-07-17T23:59:59.999Z"
"2023-07-16T00:00:00.000Z";"2023-07-16T23:59:59.999Z";"2023-07-16T17:31:00.000Z";"2023-07-16T23:34:00.000Z";5.8077752714;5.8503081397;5.6989385122;5.7210141485;64402257.97;3303891597.76;"2023-07-16T23:59:59.999Z"
"2023-07-15T00:00:00.000Z";"2023-07-15T23:59:59.999Z";"2023-07-15T13:45:00.000Z";"2023-07-15T22:42:00.000Z";5.8674741624;5.9217760471;5.7794095104;5.8074148613;73012219.12;3353788098.87;"2023-07-15T23:59:59.999Z"
"2023-07-14T00:00:00.000Z";"2023-07-14T23:59:59.999Z";"2023-07-14T16:28:00.000Z";"2023-07-14T20:36:00.000Z";5.8508040579;6.1081688438;5.7574657886;5.8672818921;144157740.35;3388361371.17;"2023-07-14T23:59:59.999Z"
"2023-07-13T00:00:00.000Z";"2023-07-13T23:59:59.999Z";"2023-07-13T23:59:00.000Z";"2023-07-13T05:10:00.000Z";5.270547719;5.8495114556;5.229692011;5.8495114556;102535953.51;3378098925.73;"2023-07-13T23:59:59.999Z"
"2023-07-12T00:00:00.000Z";"2023-07-12T23:59:59.999Z";"2023-07-12T13:22:00.000Z";"2023-07-12T20:09:00.000Z";5.2596957179;5.3602141994;5.2051448663;5.2701224234;51356067.36;3043501159.35;"2023-07-12T23:59:59.999Z"
"2023-07-11T00:00:00.000Z";"2023-07-11T23:59:59.999Z";"2023-07-11T15:20:00.000Z";"2023-07-11T20:00:00.000Z";5.2361624426;5.2940801975;5.1988827908;5.2599454389;45771466;3037623940.28;"2023-07-11T23:59:59.999Z"
"2023-07-10T00:00:00.000Z";"2023-07-10T23:59:59.999Z";"2023-07-10T20:08:00.000Z";"2023-07-10T06:01:00.000Z";5.2308087245;5.3448645699;5.1129583247;5.2356625311;65853852.4;3023600535.89;"2023-07-10T23:59:59.999Z"
"2023-07-09T00:00:00.000Z";"2023-07-09T23:59:59.999Z";"2023-07-09T01:14:00.000Z";"2023-07-09T22:15:00.000Z";5.2455150146;5.325190779;5.208173558;5.230990521;42387754.24;3020902445.18;"2023-07-09T23:59:59.999Z"
"2023-07-08T00:00:00.000Z";"2023-07-08T23:59:59.999Z";"2023-07-08T00:03:00.000Z";"2023-07-08T21:23:00.000Z";5.4767121427;5.4787381125;5.1906852165;5.2454266527;56374494.69;3029239326.19;"2023-07-08T23:59:59.999Z"
"2023-07-07T00:00:00.000Z";"2023-07-07T23:59:59.999Z";"2023-07-07T15:34:00.000Z";"2023-07-07T00:40:00.000Z";5.29083608;5.5565342332;5.2458449502;5.4769577878;90546207.13;3162948796.58;"2023-07-07T23:59:59.999Z"
"2023-07-06T00:00:00.000Z";"2023-07-06T23:59:59.999Z";"2023-07-06T09:22:00.000Z";"2023-07-06T15:13:00.000Z";5.4214244922;5.6183180501;5.2684923993;5.2918260517;77976905.17;3056035027.19;"2023-07-06T23:59:59.999Z"
"2023-07-05T00:00:00.000Z";"2023-07-05T23:59:59.999Z";"2023-07-05T07:53:00.000Z";"2023-07-05T15:52:00.000Z";5.5107298702;5.6966641686;5.3387689697;5.4218956312;79960120.34;3131150344.09;"2023-07-05T23:59:59.999Z"
"2023-07-04T00:00:00.000Z";"2023-07-04T23:59:59.999Z";"2023-07-04T16:29:00.000Z";"2023-07-04T19:16:00.000Z";5.5253795826;5.5801834332;5.4120500049;5.5107034806;74266978.64;3182436969.17;"2023-07-04T23:59:59.999Z"
"2023-07-03T00:00:00.000Z";"2023-07-03T23:59:59.999Z";"2023-07-03T03:55:00.000Z";"2023-07-03T23:34:00.000Z";5.5682419193;5.7410446978;5.5157825272;5.5255045431;74250610.69;3190984598.06;"2023-07-03T23:59:59.999Z"
"2023-07-02T00:00:00.000Z";"2023-07-02T23:59:59.999Z";"2023-07-02T12:07:00.000Z";"2023-07-02T08:10:00.000Z";5.5828263912;5.6602946362;5.4632212482;5.567735175;86016099.59;3215372831.73;"2023-07-02T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-01T23:59:59.999Z";"2023-07-01T22:31:00.000Z";"2023-07-01T04:35:00.000Z";5.2773311068;5.589380774;5.1970304342;5.582614116;93843888.84;3223965435.6;"2023-07-01T23:59:59.999Z"
"2023-06-30T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-30T22:18:00.000Z";"2023-06-30T13:50:00.000Z";4.9243402913;5.3287067689;4.8973978185;5.2767146952;123902341.68;3047308203.16;"2023-06-30T23:59:59.999Z"
"2023-06-29T00:00:00.000Z";"2023-06-29T23:59:59.999Z";"2023-06-29T13:25:00.000Z";"2023-06-29T00:53:00.000Z";4.8345673328;5.0148897561;4.827114902;4.9244641008;52225609.36;2843883119.94;"2023-06-29T23:59:59.999Z"
"2023-06-28T00:00:00.000Z";"2023-06-28T23:59:59.999Z";"2023-06-28T00:01:00.000Z";"2023-06-28T20:18:00.000Z";5.2740807909;5.2771943927;4.7938771241;4.8348520705;67058575.84;2792132079.63;"2023-06-28T23:59:59.999Z"
"2023-06-27T00:00:00.000Z";"2023-06-27T23:59:59.999Z";"2023-06-27T12:49:00.000Z";"2023-06-27T01:22:00.000Z";5.267544077;5.3493000449;5.2393453404;5.2737145642;51154589.62;3045575624.42;"2023-06-27T23:59:59.999Z"
"2023-06-26T00:00:00.000Z";"2023-06-26T23:59:59.999Z";"2023-06-26T00:26:00.000Z";"2023-06-26T22:04:00.000Z";5.4396688231;5.507023346;5.2381674084;5.267045243;129243844.34;3041724084.52;"2023-06-26T23:59:59.999Z"
"2023-06-25T00:00:00.000Z";"2023-06-25T23:59:59.999Z";"2023-06-25T22:28:00.000Z";"2023-06-25T01:10:00.000Z";4.7351856206;5.4692760838;4.7185343112;5.4397090471;214479200.32;3141437610.23;"2023-06-25T23:59:59.999Z"
"2023-06-24T00:00:00.000Z";"2023-06-24T23:59:59.999Z";"2023-06-24T04:28:00.000Z";"2023-06-24T21:16:00.000Z";4.8643149831;4.8692334602;4.6961973558;4.7352252034;40989774.47;2734597460.65;"2023-06-24T23:59:59.999Z"
"2023-06-23T00:00:00.000Z";"2023-06-23T23:59:59.999Z";"2023-06-23T16:16:00.000Z";"2023-06-23T14:04:00.000Z";4.7291538413;4.9013045087;4.728970048;4.8639680545;42927132.43;2808946590.56;"2023-06-23T23:59:59.999Z"
"2023-06-22T00:00:00.000Z";"2023-06-22T23:59:59.999Z";"2023-06-22T03:01:00.000Z";"2023-06-22T14:56:00.000Z";4.7773094159;4.8950994333;4.7123798441;4.7292766011;48774790.21;2731162136.68;"2023-06-22T23:59:59.999Z"
"2023-06-21T00:00:00.000Z";"2023-06-21T23:59:59.999Z";"2023-06-21T23:37:00.000Z";"2023-06-21T13:00:00.000Z";4.571560005;4.7946957294;4.5382045608;4.7779766669;63724384.5;2759286475.15;"2023-06-21T23:59:59.999Z"
