timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-19T00:00:00.000Z";"2023-08-19T23:59:59.999Z";"2023-08-19T17:01:00.000Z";"2023-08-19T07:22:00.000Z";55.8257764575;57.0512429844;55.6170017739;56.5180686954;58359700.15;820662735.06;"2023-08-19T23:59:59.999Z"
"2023-08-18T00:00:00.000Z";"2023-08-18T23:59:59.999Z";"2023-08-18T06:46:00.000Z";"2023-08-18T17:25:00.000Z";55.5594605613;56.6953910032;55.0899432309;55.8234975031;79914194.74;810564465.07;"2023-08-18T23:59:59.999Z"
"2023-08-17T00:00:00.000Z";"2023-08-17T23:59:59.999Z";"2023-08-17T03:41:00.000Z";"2023-08-17T21:47:00.000Z";60.3122029332;60.4677892229;52.0978719736;55.5466004819;98015092.73;806533954.31;"2023-08-17T23:59:59.999Z"
"2023-08-16T00:00:00.000Z";"2023-08-16T23:59:59.999Z";"2023-08-16T01:53:00.000Z";"2023-08-16T21:16:00.000Z";63.5322624298;63.5833316042;59.3704134378;60.3094558096;83210319.25;875671270.9;"2023-08-16T23:59:59.999Z"
"2023-08-15T00:00:00.000Z";"2023-08-15T23:59:59.999Z";"2023-08-15T01:17:00.000Z";"2023-08-15T19:31:00.000Z";65.496559314;65.6424289277;62.9122916838;63.5307977746;65872309.85;922081198.13;"2023-08-15T23:59:59.999Z"
"2023-08-14T00:00:00.000Z";"2023-08-14T23:59:59.999Z";"2023-08-14T08:42:00.000Z";"2023-08-14T19:11:00.000Z";65.6765879064;66.4895311983;65.4046018794;65.4951367485;64372170.14;950575133.35;"2023-08-14T23:59:59.999Z"
"2023-08-13T00:00:00.000Z";"2023-08-13T23:59:59.999Z";"2023-08-13T01:55:00.000Z";"2023-08-13T16:14:00.000Z";66.120585907;66.2840449055;65.3477070255;65.6756400101;58738573.17;953186726.99;"2023-08-13T23:59:59.999Z"
"2023-08-12T00:00:00.000Z";"2023-08-12T23:59:59.999Z";"2023-08-12T16:49:00.000Z";"2023-08-12T00:22:00.000Z";65.914167781;66.5369131844;65.8149432579;66.1167375062;57877396.2;959546419.6;"2023-08-12T23:59:59.999Z"
"2023-08-11T00:00:00.000Z";"2023-08-11T23:59:59.999Z";"2023-08-11T00:04:00.000Z";"2023-08-11T19:20:00.000Z";67.0177140286;67.0333313619;65.3921131334;65.9124868434;69377507.55;956527881.78;"2023-08-11T23:59:59.999Z"
"2023-08-10T00:00:00.000Z";"2023-08-10T23:59:59.999Z";"2023-08-10T14:05:00.000Z";"2023-08-10T09:41:00.000Z";67.3336888063;69.0467705335;66.8451332363;67.016905931;76376865.34;972541702.32;"2023-08-10T23:59:59.999Z"
"2023-08-09T00:00:00.000Z";"2023-08-09T23:59:59.999Z";"2023-08-09T13:03:00.000Z";"2023-08-09T03:49:00.000Z";66.2877337439;67.8283330933;65.9356520592;67.3376580014;78864391.23;977192119.65;"2023-08-09T23:59:59.999Z"
"2023-08-08T00:00:00.000Z";"2023-08-08T23:59:59.999Z";"2023-08-08T18:28:00.000Z";"2023-08-08T02:04:00.000Z";64.8440686591;66.8809698556;64.6512131277;66.2913515649;75167403.94;961998569.02;"2023-08-08T23:59:59.999Z"
"2023-08-07T00:00:00.000Z";"2023-08-07T23:59:59.999Z";"2023-08-07T03:34:00.000Z";"2023-08-07T16:19:00.000Z";65.8010314195;66.908566;63.4137412062;64.8429020659;83372175.9;940926222.63;"2023-08-07T23:59:59.999Z"
"2023-08-06T00:00:00.000Z";"2023-08-06T23:59:59.999Z";"2023-08-06T21:22:00.000Z";"2023-08-06T01:34:00.000Z";64.376124898;66.0088830759;64.1884045952;65.7986468788;66285632.74;954703246.96;"2023-08-06T23:59:59.999Z"
"2023-08-05T00:00:00.000Z";"2023-08-05T23:59:59.999Z";"2023-08-05T11:16:00.000Z";"2023-08-05T04:51:00.000Z";64.1181154459;65.3797323233;63.2873598329;64.3688656562;73059994.47;933946351.22;"2023-08-05T23:59:59.999Z"
"2023-08-04T00:00:00.000Z";"2023-08-04T23:59:59.999Z";"2023-08-04T13:52:00.000Z";"2023-08-04T07:05:00.000Z";63.0159263687;66.5130644983;62.8504121162;64.1171039029;90207052.43;930226552.42;"2023-08-04T23:59:59.999Z"
