timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-07-26T00:00:00.000Z";"2023-07-26T23:59:59.999Z";"2023-07-26T07:16:00.000Z";"2023-07-26T01:37:00.000Z";2.0635245779;2.0973760766;2.0292559914;2.0687313178;53168861.01;323252040.76;"2023-07-26T23:59:59.999Z"
"2023-07-25T00:00:00.000Z";"2023-07-25T23:59:59.999Z";"2023-07-25T02:34:00.000Z";"2023-07-25T13:31:00.000Z";2.0754276227;2.0824003643;2.0097848542;2.0635746322;44928260.65;322446276.79;"2023-07-25T23:59:59.999Z"
"2023-07-24T00:00:00.000Z";"2023-07-24T23:59:59.999Z";"2023-07-24T00:46:00.000Z";"2023-07-24T20:26:00.000Z";2.1919245138;2.2076387012;2.0601297295;2.0753781033;69013211;324290642.03;"2023-07-24T23:59:59.999Z"
"2023-07-23T00:00:00.000Z";"2023-07-23T23:59:59.999Z";"2023-07-23T18:03:00.000Z";"2023-07-23T00:17:00.000Z";2.1189652379;2.2248027678;2.1180175595;2.191982501;50362047;342510799.08;"2023-07-23T23:59:59.999Z"
"2023-07-22T00:00:00.000Z";"2023-07-22T23:59:59.999Z";"2023-07-22T01:16:00.000Z";"2023-07-22T23:34:00.000Z";2.1458332936;2.1735297242;2.0936254682;2.1186221617;47364156.18;331047793.15;"2023-07-22T23:59:59.999Z"
"2023-07-21T00:00:00.000Z";"2023-07-21T23:59:59.999Z";"2023-07-21T03:19:00.000Z";"2023-07-21T00:40:00.000Z";2.1473573372;2.3005203427;2.132352079;2.1458364274;103235016.44;335300190.19;"2023-07-21T23:59:59.999Z"
"2023-07-20T00:00:00.000Z";"2023-07-20T23:59:59.999Z";"2023-07-20T06:43:00.000Z";"2023-07-20T14:46:00.000Z";2.1057449513;2.1967479969;2.0338951573;2.1470406319;75138803.81;335488354.57;"2023-07-20T23:59:59.999Z"
"2023-07-19T00:00:00.000Z";"2023-07-19T23:59:59.999Z";"2023-07-19T20:17:00.000Z";"2023-07-19T00:10:00.000Z";2.0261113857;2.154505056;2.0161030242;2.1059967777;63659365.78;329074998.94;"2023-07-19T23:59:59.999Z"
"2023-07-18T00:00:00.000Z";"2023-07-18T23:59:59.999Z";"2023-07-18T01:19:00.000Z";"2023-07-18T22:22:00.000Z";2.1426212919;2.1616492575;2.00912403;2.0259423531;54856973.6;316566000.84;"2023-07-18T23:59:59.999Z"
"2023-07-17T00:00:00.000Z";"2023-07-17T23:59:59.999Z";"2023-07-17T08:37:00.000Z";"2023-07-17T00:11:00.000Z";2.0338944204;2.2570533065;2.0284788731;2.1426372704;99367982.77;334800302.15;"2023-07-17T23:59:59.999Z"
"2023-07-16T00:00:00.000Z";"2023-07-16T23:59:59.999Z";"2023-07-16T14:44:00.000Z";"2023-07-16T23:37:00.000Z";2.0700842032;2.1329331962;2.0253014213;2.0335803658;48283407.73;317759487.49;"2023-07-16T23:59:59.999Z"
"2023-07-15T00:00:00.000Z";"2023-07-15T23:59:59.999Z";"2023-07-15T10:07:00.000Z";"2023-07-15T22:07:00.000Z";2.1055261324;2.1275218325;2.0529179285;2.0698445755;52826563.07;323425994.14;"2023-07-15T23:59:59.999Z"
"2023-07-14T00:00:00.000Z";"2023-07-14T23:59:59.999Z";"2023-07-14T16:38:00.000Z";"2023-07-14T00:07:00.000Z";2.0250747924;2.2309308107;2.021452316;2.1057608066;78902857.9;329038127;"2023-07-14T23:59:59.999Z"
"2023-07-13T00:00:00.000Z";"2023-07-13T23:59:59.999Z";"2023-07-13T19:18:00.000Z";"2023-07-13T01:40:00.000Z";1.8430460476;2.0269165212;1.8298474024;2.0253855096;57226572.37;316478990.61;"2023-07-13T23:59:59.999Z"
"2023-07-12T00:00:00.000Z";"2023-07-12T23:59:59.999Z";"2023-07-12T01:52:00.000Z";"2023-07-12T19:37:00.000Z";1.8701082898;1.8907169171;1.8180714452;1.8429657991;31096121.33;287974784.59;"2023-07-12T23:59:59.999Z"
"2023-07-11T00:00:00.000Z";"2023-07-11T23:59:59.999Z";"2023-07-11T14:58:00.000Z";"2023-07-11T00:52:00.000Z";1.8539039001;1.9063406463;1.8471276281;1.8701145211;23183340.64;292216940.01;"2023-07-11T23:59:59.999Z"
"2023-07-10T00:00:00.000Z";"2023-07-10T23:59:59.999Z";"2023-07-10T20:08:00.000Z";"2023-07-10T08:35:00.000Z";1.830777454;1.8897451166;1.7711917667;1.8536959015;23300827.1;289651429.33;"2023-07-10T23:59:59.999Z"
"2023-07-09T00:00:00.000Z";"2023-07-09T23:59:59.999Z";"2023-07-09T01:18:00.000Z";"2023-07-09T22:11:00.000Z";1.8551527705;1.8763119019;1.8208857964;1.8306649157;15656118.43;286052695.61;"2023-07-09T23:59:59.999Z"
"2023-07-08T00:00:00.000Z";"2023-07-08T23:59:59.999Z";"2023-07-08T09:19:00.000Z";"2023-07-08T20:19:00.000Z";1.8763559077;1.8949537042;1.8232081427;1.8550439831;17729594.28;289862075.41;"2023-07-08T23:59:59.999Z"
"2023-07-07T00:00:00.000Z";"2023-07-07T23:59:59.999Z";"2023-07-07T23:12:00.000Z";"2023-07-07T00:40:00.000Z";1.812768435;1.8770452097;1.7827709893;1.8765133618;26807365.8;293216798.38;"2023-07-07T23:59:59.999Z"
"2023-07-06T00:00:00.000Z";"2023-07-06T23:59:59.999Z";"2023-07-06T09:37:00.000Z";"2023-07-06T14:40:00.000Z";1.8993619364;1.9566885732;1.8102515987;1.812918527;36359314.12;283279712.8;"2023-07-06T23:59:59.999Z"
"2023-07-05T00:00:00.000Z";"2023-07-05T23:59:59.999Z";"2023-07-05T07:10:00.000Z";"2023-07-05T10:41:00.000Z";1.9502204246;1.976863544;1.8705081678;1.8993774496;37832592.96;296789453.26;"2023-07-05T23:59:59.999Z"
"2023-07-04T00:00:00.000Z";"2023-07-04T23:59:59.999Z";"2023-07-04T14:35:00.000Z";"2023-07-04T19:16:00.000Z";1.9821521324;2.0088577007;1.9252807541;1.9503438396;45777117.12;304753266.36;"2023-07-04T23:59:59.999Z"
"2023-07-03T00:00:00.000Z";"2023-07-03T23:59:59.999Z";"2023-07-03T03:49:00.000Z";"2023-07-03T23:26:00.000Z";2.1283807503;2.1573159741;1.9717106291;1.982148216;51069444.71;309722896.54;"2023-07-03T23:59:59.999Z"
"2023-07-02T00:00:00.000Z";"2023-07-02T23:59:59.999Z";"2023-07-02T12:05:00.000Z";"2023-07-02T18:02:00.000Z";2.1061214857;2.1482038645;2.0750816245;2.1291027917;36459995.62;332685456.3;"2023-07-02T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-01T23:59:59.999Z";"2023-07-01T14:08:00.000Z";"2023-07-01T05:27:00.000Z";2.0657999755;2.1427366336;2.0186174611;2.1059201179;43081940.01;329063020.38;"2023-07-01T23:59:59.999Z"
"2023-06-30T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-30T04:49:00.000Z";"2023-06-30T13:50:00.000Z";1.9863977936;2.0841702448;1.8626551969;2.0656222211;62531558.69;322766225.21;"2023-06-30T23:59:59.999Z"
"2023-06-29T00:00:00.000Z";"2023-06-29T23:59:59.999Z";"2023-06-29T12:16:00.000Z";"2023-06-29T00:05:00.000Z";1.8666574118;2.0014246555;1.8633166048;1.9865979199;36057563.46;310418190.25;"2023-06-29T23:59:59.999Z"
"2023-06-28T00:00:00.000Z";"2023-06-28T23:59:59.999Z";"2023-06-28T00:01:00.000Z";"2023-06-28T19:46:00.000Z";1.9827752345;1.9832610255;1.8288179205;1.8671918336;34848605.03;291760252.05;"2023-06-28T23:59:59.999Z"
"2023-06-27T00:00:00.000Z";"2023-06-27T23:59:59.999Z";"2023-06-27T07:31:00.000Z";"2023-06-27T00:04:00.000Z";1.9455971202;2.0359673892;1.9432427054;1.9824488237;40179099.07;309769868.34;"2023-06-27T23:59:59.999Z"
"2023-06-26T00:00:00.000Z";"2023-06-26T23:59:59.999Z";"2023-06-26T15:52:00.000Z";"2023-06-26T22:04:00.000Z";1.96840068;2.0349488139;1.8991844524;1.9456661587;45831814.37;304022349.85;"2023-06-26T23:59:59.999Z"
"2023-06-25T00:00:00.000Z";"2023-06-25T23:59:59.999Z";"2023-06-25T08:38:00.000Z";"2023-06-25T00:09:00.000Z";1.8315088915;2.0437878945;1.8254545307;1.9684179528;56479234.34;307577458.15;"2023-06-25T23:59:59.999Z"
"2023-06-24T00:00:00.000Z";"2023-06-24T23:59:59.999Z";"2023-06-24T03:01:00.000Z";"2023-06-24T16:46:00.000Z";1.8974035824;1.9005459206;1.7938504787;1.8315912012;27623288.4;286197433.43;"2023-06-24T23:59:59.999Z"
"2023-06-23T00:00:00.000Z";"2023-06-23T23:59:59.999Z";"2023-06-23T16:10:00.000Z";"2023-06-23T00:01:00.000Z";1.8269878972;1.9463005852;1.8252932791;1.8973697787;31826213.72;296475742.29;"2023-06-23T23:59:59.999Z"
"2023-06-22T00:00:00.000Z";"2023-06-22T23:59:59.999Z";"2023-06-22T01:46:00.000Z";"2023-06-22T23:15:00.000Z";1.87231933;1.9307324482;1.8238851165;1.8271190645;42599377.32;285498634.46;"2023-06-22T23:59:59.999Z"
"2023-06-21T00:00:00.000Z";"2023-06-21T23:59:59.999Z";"2023-06-21T23:46:00.000Z";"2023-06-21T08:37:00.000Z";1.7937120426;1.8790779005;1.7684178877;1.8722966295;45920512.76;292557907.92;"2023-06-21T23:59:59.999Z"
